tps,suara
TPS_125_2,57
TPS_125_2_blur,57
TPS_125_2_bright,57
TPS_125_2_contrass,57
TPS_125_2_glass,57
TPS_125_2_random,57
TPS_125_3,41
TPS_125_3_blur,41
TPS_125_3_bright,41
TPS_125_3_contrass,41
TPS_125_3_glass,41
TPS_125_3_random,41
TPS_126_1,66
TPS_126_1_blur,66
TPS_126_1_bright,66
TPS_126_1_contrass,66
TPS_126_1_glass,66
TPS_126_1_random,66
TPS_126_2,74
TPS_126_2_blur,74
TPS_126_2_bright,74
TPS_126_2_contrass,74
TPS_126_2_glass,74
TPS_126_2_random,74
TPS_126_3,23
TPS_126_3_blur,23
TPS_126_3_bright,23
TPS_126_3_contrass,23
TPS_126_3_glass,23
TPS_126_3_random,23
TPS_127_1,115
TPS_127_1_blur,115
TPS_127_1_bright,115
TPS_127_1_contrass,115
TPS_127_1_glass,115
TPS_127_1_random,115
TPS_127_2,72
TPS_127_2_blur,72
TPS_127_2_bright,72
TPS_127_2_contrass,72
TPS_127_2_glass,72
TPS_127_2_random,72
TPS_127_3,21
TPS_127_3_blur,21
TPS_127_3_bright,21
TPS_127_3_contrass,21
TPS_127_3_glass,21
TPS_127_3_random,21
TPS_128_1,13
TPS_128_1_blur,13
TPS_128_1_bright,13
TPS_128_1_contrass,13
TPS_128_1_glass,13
TPS_128_1_random,13
TPS_128_2,105
TPS_128_2_blur,105
TPS_128_2_bright,105
TPS_128_2_contrass,105
TPS_128_2_glass,105
TPS_128_2_random,105
TPS_128_3,106
TPS_128_3_blur,106
TPS_128_3_bright,106
TPS_128_3_contrass,106
TPS_128_3_glass,106
TPS_128_3_random,106
TPS_129_1,112
TPS_129_1_blur,112
TPS_129_1_bright,112
TPS_129_1_contrass,112
TPS_129_1_glass,112
TPS_129_1_random,112
TPS_129_2,102
TPS_129_2_blur,102
TPS_129_2_bright,102
TPS_129_2_contrass,102
TPS_129_2_glass,102
TPS_129_2_random,102
TPS_129_3,19
TPS_129_3_blur,19
TPS_129_3_bright,19
TPS_129_3_contrass,19
TPS_129_3_glass,19
TPS_129_3_random,19
TPS_130_1,96
TPS_130_1_blur,96
TPS_130_1_bright,96
TPS_130_1_contrass,96
TPS_130_1_glass,96
TPS_130_1_random,96
TPS_130_2,97
TPS_130_2_blur,97
TPS_130_2_bright,97
TPS_130_2_contrass,97
TPS_130_2_glass,97
TPS_130_2_random,97
TPS_130_3,47
TPS_130_3_blur,47
TPS_130_3_bright,47
TPS_130_3_contrass,47
TPS_130_3_glass,47
TPS_130_3_random,47
TPS_131_1,101
TPS_131_1_blur,101
TPS_131_1_bright,101
TPS_131_1_contrass,101
TPS_131_1_glass,101
TPS_131_1_random,101
TPS_131_2,89
TPS_131_2_blur,89
TPS_131_2_bright,89
TPS_131_2_contrass,89
TPS_131_2_glass,89
TPS_131_2_random,89
TPS_131_3,28
TPS_131_3_blur,28
TPS_131_3_bright,28
TPS_131_3_contrass,28
TPS_131_3_glass,28
TPS_131_3_random,28
TPS_132_1,84
TPS_132_1_blur,84
TPS_132_1_bright,84
TPS_132_1_contrass,84
TPS_132_1_glass,84
TPS_132_1_random,84
TPS_132_2,108
TPS_132_2_blur,108
TPS_132_2_bright,108
TPS_132_2_contrass,108
TPS_132_2_glass,108
TPS_132_2_random,108
TPS_132_3,30
TPS_132_3_blur,30
TPS_132_3_bright,30
TPS_132_3_contrass,30
TPS_132_3_glass,30
TPS_132_3_random,30
TPS_133_1,87
TPS_133_1_blur,87
TPS_133_1_bright,87
TPS_133_1_contrass,87
TPS_133_1_glass,87
TPS_133_1_random,87
TPS_133_2,104
TPS_133_2_blur,104
TPS_133_2_bright,104
TPS_133_2_contrass,104
TPS_133_2_glass,104
TPS_133_2_random,104
TPS_133_3,43
TPS_133_3_blur,43
TPS_133_3_bright,43
TPS_133_3_contrass,43
TPS_133_3_glass,43
TPS_133_3_random,43
TPS_134_1,41
TPS_134_1_blur,41
TPS_134_1_bright,41
TPS_134_1_contrass,41
TPS_134_1_glass,41
TPS_134_1_random,41
TPS_134_2,119
TPS_134_2_blur,119
TPS_134_2_bright,119
TPS_134_2_contrass,119
TPS_134_2_glass,119
TPS_134_2_random,119
TPS_134_3,57
TPS_134_3_blur,57
TPS_134_3_bright,57
TPS_134_3_contrass,57
TPS_134_3_glass,57
TPS_134_3_random,57
TPS_135_1,39
TPS_135_1_blur,39
TPS_135_1_bright,39
TPS_135_1_contrass,39
TPS_135_1_glass,39
TPS_135_1_random,39
TPS_135_2,104
TPS_135_2_blur,104
TPS_135_2_bright,104
TPS_135_2_contrass,104
TPS_135_2_glass,104
TPS_135_2_random,104
TPS_135_3,48
TPS_135_3_blur,48
TPS_135_3_bright,48
TPS_135_3_contrass,48
TPS_135_3_glass,48
TPS_135_3_random,48
TPS_136_1,104
TPS_136_1_blur,104
TPS_136_1_bright,104
TPS_136_1_contrass,104
TPS_136_1_glass,104
TPS_136_1_random,104
TPS_136_2,79
TPS_136_2_blur,79
TPS_136_2_bright,79
TPS_136_2_contrass,79
TPS_136_2_glass,79
TPS_136_2_random,79
TPS_136_3,21
TPS_136_3_blur,21
TPS_136_3_bright,21
TPS_136_3_contrass,21
TPS_136_3_glass,21
TPS_136_3_random,21
TPS_137_1,70
TPS_137_1_blur,70
TPS_137_1_bright,70
TPS_137_1_contrass,70
TPS_137_1_glass,70
TPS_137_1_random,70
TPS_137_2,85
TPS_137_2_blur,85
TPS_137_2_bright,85
TPS_137_2_contrass,85
TPS_137_2_glass,85
TPS_137_2_random,85
TPS_137_3,24
TPS_137_3_blur,24
TPS_137_3_bright,24
TPS_137_3_contrass,24
TPS_137_3_glass,24
TPS_137_3_random,24
TPS_138_1,60
TPS_138_1_blur,60
TPS_138_1_bright,60
TPS_138_1_contrass,60
TPS_138_1_glass,60
TPS_138_1_random,60
TPS_138_2,83
TPS_138_2_blur,83
TPS_138_2_bright,83
TPS_138_2_contrass,83
TPS_138_2_glass,83
TPS_138_2_random,83
TPS_138_3,26
TPS_138_3_blur,26
TPS_138_3_bright,26
TPS_138_3_contrass,26
TPS_138_3_glass,26
TPS_138_3_random,26
TPS_139_1,55
TPS_139_1_blur,55
TPS_139_1_bright,55
TPS_139_1_contrass,55
TPS_139_1_glass,55
TPS_139_1_random,55
TPS_139_2,111
TPS_139_2_blur,111
TPS_139_2_bright,111
TPS_139_2_contrass,111
TPS_139_2_glass,111
TPS_139_2_random,111
TPS_139_3,40
TPS_139_3_blur,40
TPS_139_3_bright,40
TPS_139_3_contrass,40
TPS_139_3_glass,40
TPS_139_3_random,40
TPS_140_1,61
TPS_140_1_blur,61
TPS_140_1_bright,61
TPS_140_1_contrass,61
TPS_140_1_glass,61
TPS_140_1_random,61
TPS_140_2,34
TPS_140_2_blur,34
TPS_140_2_bright,34
TPS_140_2_contrass,34
TPS_140_2_glass,34
TPS_140_2_random,34
TPS_140_3,52
TPS_140_3_blur,52
TPS_140_3_bright,52
TPS_140_3_contrass,52
TPS_140_3_glass,52
TPS_140_3_random,52
TPS_141_1,122
TPS_141_1_blur,122
TPS_141_1_bright,122
TPS_141_1_contrass,122
TPS_141_1_glass,122
TPS_141_1_random,122
TPS_141_2,81
TPS_141_2_blur,81
TPS_141_2_bright,81
TPS_141_2_contrass,81
TPS_141_2_glass,81
TPS_141_2_random,81
TPS_141_3,33
TPS_141_3_blur,33
TPS_141_3_bright,33
TPS_141_3_contrass,33
TPS_141_3_glass,33
TPS_141_3_random,33
TPS_142_1,131
TPS_142_1_blur,131
TPS_142_1_bright,131
TPS_142_1_contrass,131
TPS_142_1_glass,131
TPS_142_1_random,131
TPS_142_2,72
TPS_142_2_blur,72
TPS_142_2_bright,72
TPS_142_2_contrass,72
TPS_142_2_glass,72
TPS_142_2_random,72
TPS_142_3,33
TPS_142_3_blur,33
TPS_142_3_bright,33
TPS_142_3_contrass,33
TPS_142_3_glass,33
TPS_142_3_random,33
TPS_143_1,32
TPS_143_1_blur,32
TPS_143_1_bright,32
TPS_143_1_contrass,32
TPS_143_1_glass,32
TPS_143_1_random,32
TPS_143_2,77
TPS_143_2_blur,77
TPS_143_2_bright,77
TPS_143_2_contrass,77
TPS_143_2_glass,77
TPS_143_2_random,77
TPS_143_3,130
TPS_143_3_blur,130
TPS_143_3_bright,130
TPS_143_3_contrass,130
TPS_143_3_glass,130
TPS_143_3_random,130
TPS_144_1,127
TPS_144_1_blur,127
TPS_144_1_bright,127
TPS_144_1_contrass,127
TPS_144_1_glass,127
TPS_144_1_random,127
TPS_144_2,90
TPS_144_2_blur,90
TPS_144_2_bright,90
TPS_144_2_contrass,90
TPS_144_2_glass,90
TPS_144_2_random,90
TPS_144_3,23
TPS_144_3_blur,23
TPS_144_3_bright,23
TPS_144_3_contrass,23
TPS_144_3_glass,23
TPS_144_3_random,23
TPS_145_1,142
TPS_145_1_blur,142
TPS_145_1_bright,142
TPS_145_1_contrass,142
TPS_145_1_glass,142
TPS_145_1_random,142
TPS_145_2,74
TPS_145_2_blur,74
TPS_145_2_bright,74
TPS_145_2_contrass,74
TPS_145_2_glass,74
TPS_145_2_random,74
TPS_145_3,20
TPS_145_3_blur,20
TPS_145_3_bright,20
TPS_145_3_contrass,20
TPS_145_3_glass,20
TPS_145_3_random,20
TPS_146_1,38
TPS_146_1_blur,38
TPS_146_1_bright,38
TPS_146_1_contrass,38
TPS_146_1_glass,38
TPS_146_1_random,38
TPS_146_2,103
TPS_146_2_blur,103
TPS_146_2_bright,103
TPS_146_2_contrass,103
TPS_146_2_glass,103
TPS_146_2_random,103
TPS_146_3,75
TPS_146_3_blur,75
TPS_146_3_bright,75
TPS_146_3_contrass,75
TPS_146_3_glass,75
TPS_146_3_random,75
TPS_147_1,69
TPS_147_1_blur,69
TPS_147_1_bright,69
TPS_147_1_contrass,69
TPS_147_1_glass,69
TPS_147_1_random,69
TPS_147_2,91
TPS_147_2_blur,91
TPS_147_2_bright,91
TPS_147_2_contrass,91
TPS_147_2_glass,91
TPS_147_2_random,91
TPS_147_3,40
TPS_147_3_blur,40
TPS_147_3_bright,40
TPS_147_3_contrass,40
TPS_147_3_glass,40
TPS_147_3_random,40
TPS_148_1,145
TPS_148_1_blur,145
TPS_148_1_bright,145
TPS_148_1_contrass,145
TPS_148_1_glass,145
TPS_148_1_random,145
TPS_148_2,94
TPS_148_2_blur,94
TPS_148_2_bright,94
TPS_148_2_contrass,94
TPS_148_2_glass,94
TPS_148_2_random,94
TPS_148_3,21
TPS_148_3_blur,21
TPS_148_3_bright,21
TPS_148_3_contrass,21
TPS_148_3_glass,21
TPS_148_3_random,21
TPS_149_1,83
TPS_149_1_blur,83
TPS_149_1_bright,83
TPS_149_1_contrass,83
TPS_149_1_glass,83
TPS_149_1_random,83
TPS_149_2,70
TPS_149_2_blur,70
TPS_149_2_bright,70
TPS_149_2_contrass,70
TPS_149_2_glass,70
TPS_149_2_random,70
TPS_149_3,98
TPS_149_3_blur,98
TPS_149_3_bright,98
TPS_149_3_contrass,98
TPS_149_3_glass,98
TPS_149_3_random,98
TPS_150_1,91
TPS_150_1_blur,91
TPS_150_1_bright,91
TPS_150_1_contrass,91
TPS_150_1_glass,91
TPS_150_1_random,91
TPS_150_2,65
TPS_150_2_blur,65
TPS_150_2_bright,65
TPS_150_2_contrass,65
TPS_150_2_glass,65
TPS_150_2_random,65
TPS_150_3,10
TPS_150_3_blur,10
TPS_150_3_bright,10
TPS_150_3_contrass,10
TPS_150_3_glass,10
TPS_150_3_random,10
TPS_151_1,96
TPS_151_1_blur,96
TPS_151_1_bright,96
TPS_151_1_contrass,96
TPS_151_1_glass,96
TPS_151_1_random,96
TPS_151_2,82
TPS_151_2_blur,82
TPS_151_2_bright,82
TPS_151_2_contrass,82
TPS_151_2_glass,82
TPS_151_2_random,82
TPS_151_3,14
TPS_151_3_blur,14
TPS_151_3_bright,14
TPS_151_3_contrass,14
TPS_151_3_glass,14
TPS_151_3_random,14
TPS_152_1,79
TPS_152_1_blur,79
TPS_152_1_bright,79
TPS_152_1_contrass,79
TPS_152_1_glass,79
TPS_152_1_random,79
TPS_152_2,97
TPS_152_2_blur,97
TPS_152_2_bright,97
TPS_152_2_contrass,97
TPS_152_2_glass,97
TPS_152_2_random,97
TPS_152_3,21
TPS_152_3_blur,21
TPS_152_3_bright,21
TPS_152_3_contrass,21
TPS_152_3_glass,21
TPS_152_3_random,21
TPS_153_1,108
TPS_153_1_blur,108
TPS_153_1_bright,108
TPS_153_1_contrass,108
TPS_153_1_glass,108
TPS_153_1_random,108
TPS_153_2,96
TPS_153_2_blur,96
TPS_153_2_bright,96
TPS_153_2_contrass,96
TPS_153_2_glass,96
TPS_153_2_random,96
TPS_153_3,35
TPS_153_3_blur,35
TPS_153_3_bright,35
TPS_153_3_contrass,35
TPS_153_3_glass,35
TPS_153_3_random,35
TPS_154_1,88
TPS_154_1_blur,88
TPS_154_1_bright,88
TPS_154_1_contrass,88
TPS_154_1_glass,88
TPS_154_1_random,88
TPS_154_2,71
TPS_154_2_blur,71
TPS_154_2_bright,71
TPS_154_2_contrass,71
TPS_154_2_glass,71
TPS_154_2_random,71
TPS_154_3,17
TPS_154_3_blur,17
TPS_154_3_bright,17
TPS_154_3_contrass,17
TPS_154_3_glass,17
TPS_154_3_random,17
TPS_155_1,70
TPS_155_1_blur,70
TPS_155_1_bright,70
TPS_155_1_contrass,70
TPS_155_1_glass,70
TPS_155_1_random,70
TPS_155_2,94
TPS_155_2_blur,94
TPS_155_2_bright,94
TPS_155_2_contrass,94
TPS_155_2_glass,94
TPS_155_2_random,94
TPS_155_3,74
TPS_155_3_blur,74
TPS_155_3_bright,74
TPS_155_3_contrass,74
TPS_155_3_glass,74
TPS_155_3_random,74
TPS_156_1,103
TPS_156_1_blur,103
TPS_156_1_bright,103
TPS_156_1_contrass,103
TPS_156_1_glass,103
TPS_156_1_random,103
TPS_156_2,73
TPS_156_2_blur,73
TPS_156_2_bright,73
TPS_156_2_contrass,73
TPS_156_2_glass,73
TPS_156_2_random,73
TPS_156_3,44
TPS_156_3_blur,44
TPS_156_3_bright,44
TPS_156_3_contrass,44
TPS_156_3_glass,44
TPS_156_3_random,44
TPS_157_1,72
TPS_157_1_blur,72
TPS_157_1_bright,72
TPS_157_1_contrass,72
TPS_157_1_glass,72
TPS_157_1_random,72
TPS_157_2,97
TPS_157_2_blur,97
TPS_157_2_bright,97
TPS_157_2_contrass,97
TPS_157_2_glass,97
TPS_157_2_random,97
TPS_157_3,29
TPS_157_3_blur,29
TPS_157_3_bright,29
TPS_157_3_contrass,29
TPS_157_3_glass,29
TPS_157_3_random,29
TPS_158_1,56
TPS_158_1_blur,56
TPS_158_1_bright,56
TPS_158_1_contrass,56
TPS_158_1_glass,56
TPS_158_1_random,56
TPS_158_2,167
TPS_158_2_blur,167
TPS_158_2_bright,167
TPS_158_2_contrass,167
TPS_158_2_glass,167
TPS_158_2_random,167
TPS_158_3,17
TPS_158_3_blur,17
TPS_158_3_bright,17
TPS_158_3_contrass,17
TPS_158_3_glass,17
TPS_158_3_random,17
TPS_159_1,36
TPS_159_1_blur,36
TPS_159_1_bright,36
TPS_159_1_contrass,36
TPS_159_1_glass,36
TPS_159_1_random,36
TPS_159_2,77
TPS_159_2_blur,77
TPS_159_2_bright,77
TPS_159_2_contrass,77
TPS_159_2_glass,77
TPS_159_2_random,77
TPS_159_3,46
TPS_159_3_blur,46
TPS_159_3_bright,46
TPS_159_3_contrass,46
TPS_159_3_glass,46
TPS_159_3_random,46
TPS_160_1,118
TPS_160_1_blur,118
TPS_160_1_bright,118
TPS_160_1_contrass,118
TPS_160_1_glass,118
TPS_160_1_random,118
TPS_160_2,83
TPS_160_2_blur,83
TPS_160_2_bright,83
TPS_160_2_contrass,83
TPS_160_2_glass,83
TPS_160_2_random,83
TPS_160_3,6
TPS_160_3_blur,6
TPS_160_3_bright,6
TPS_160_3_contrass,6
TPS_160_3_glass,6
TPS_160_3_random,6
TPS_161_1,67
TPS_161_1_blur,67
TPS_161_1_bright,67
TPS_161_1_contrass,67
TPS_161_1_glass,67
TPS_161_1_random,67
TPS_161_2,115
TPS_161_2_blur,115
TPS_161_2_bright,115
TPS_161_2_contrass,115
TPS_161_2_glass,115
TPS_161_2_random,115
TPS_161_3,13
TPS_161_3_blur,13
TPS_161_3_bright,13
TPS_161_3_contrass,13
TPS_161_3_glass,13
TPS_161_3_random,13
TPS_162_1,68
TPS_162_1_blur,68
TPS_162_1_bright,68
TPS_162_1_contrass,68
TPS_162_1_glass,68
TPS_162_1_random,68
TPS_162_2,144
TPS_162_2_blur,144
TPS_162_2_bright,144
TPS_162_2_contrass,144
TPS_162_2_glass,144
TPS_162_2_random,144
TPS_162_3,8
TPS_162_3_blur,8
TPS_162_3_bright,8
TPS_162_3_contrass,8
TPS_162_3_glass,8
TPS_162_3_random,8
TPS_163_1,61
TPS_163_1_blur,61
TPS_163_1_bright,61
TPS_163_1_contrass,61
TPS_163_1_glass,61
TPS_163_1_random,61
TPS_163_2,159
TPS_163_2_blur,159
TPS_163_2_bright,159
TPS_163_2_contrass,159
TPS_163_2_glass,159
TPS_163_2_random,159
TPS_163_3,21
TPS_163_3_blur,21
TPS_163_3_bright,21
TPS_163_3_contrass,21
TPS_163_3_glass,21
TPS_163_3_random,21
TPS_164_1,147
TPS_164_1_blur,147
TPS_164_1_bright,147
TPS_164_1_contrass,147
TPS_164_1_glass,147
TPS_164_1_random,147
TPS_164_2,69
TPS_164_2_blur,69
TPS_164_2_bright,69
TPS_164_2_contrass,69
TPS_164_2_glass,69
TPS_164_2_random,69
TPS_164_3,7
TPS_164_3_blur,7
TPS_164_3_bright,7
TPS_164_3_contrass,7
TPS_164_3_glass,7
TPS_164_3_random,7
TPS_165_1,48
TPS_165_1_blur,48
TPS_165_1_bright,48
TPS_165_1_contrass,48
TPS_165_1_glass,48
TPS_165_1_random,48
TPS_165_2,76
TPS_165_2_blur,76
TPS_165_2_bright,76
TPS_165_2_contrass,76
TPS_165_2_glass,76
TPS_165_2_random,76
TPS_165_3,26
TPS_165_3_blur,26
TPS_165_3_bright,26
TPS_165_3_contrass,26
TPS_165_3_glass,26
TPS_165_3_random,26
TPS_166_1,79
TPS_166_1_blur,79
TPS_166_1_bright,79
TPS_166_1_contrass,79
TPS_166_1_glass,79
TPS_166_1_random,79
TPS_166_2,166
TPS_166_2_blur,166
TPS_166_2_bright,166
TPS_166_2_contrass,166
TPS_166_2_glass,166
TPS_166_2_random,166
TPS_166_3,17
TPS_166_3_blur,17
TPS_166_3_bright,17
TPS_166_3_contrass,17
TPS_166_3_glass,17
TPS_166_3_random,17
TPS_167_1,87
TPS_167_1_blur,87
TPS_167_1_bright,87
TPS_167_1_contrass,87
TPS_167_1_glass,87
TPS_167_1_random,87
TPS_167_2,141
TPS_167_2_blur,141
TPS_167_2_bright,141
TPS_167_2_contrass,141
TPS_167_2_glass,141
TPS_167_2_random,141
TPS_167_3,32
TPS_167_3_blur,32
TPS_167_3_bright,32
TPS_167_3_contrass,32
TPS_167_3_glass,32
TPS_167_3_random,32
TPS_168_1,128
TPS_168_1_blur,128
TPS_168_1_bright,128
TPS_168_1_contrass,128
TPS_168_1_glass,128
TPS_168_1_random,128
TPS_168_2,107
TPS_168_2_blur,107
TPS_168_2_bright,107
TPS_168_2_contrass,107
TPS_168_2_glass,107
TPS_168_2_random,107
TPS_168_3,42
TPS_168_3_blur,42
TPS_168_3_bright,42
TPS_168_3_contrass,42
TPS_168_3_glass,42
TPS_168_3_random,42
TPS_169_1,73
TPS_169_1_blur,73
TPS_169_1_bright,73
TPS_169_1_contrass,73
TPS_169_1_glass,73
TPS_169_1_random,73
TPS_169_2,104
TPS_169_2_blur,104
TPS_169_2_bright,104
TPS_169_2_contrass,104
TPS_169_2_glass,104
TPS_169_2_random,104
TPS_169_3,10
TPS_169_3_blur,10
TPS_169_3_bright,10
TPS_169_3_contrass,10
TPS_169_3_glass,10
TPS_169_3_random,10
TPS_170_1,97
TPS_170_1_blur,97
TPS_170_1_bright,97
TPS_170_1_contrass,97
TPS_170_1_glass,97
TPS_170_1_random,97
TPS_170_2,89
TPS_170_2_blur,89
TPS_170_2_bright,89
TPS_170_2_contrass,89
TPS_170_2_glass,89
TPS_170_2_random,89
TPS_170_3,45
TPS_170_3_blur,45
TPS_170_3_bright,45
TPS_170_3_contrass,45
TPS_170_3_glass,45
TPS_170_3_random,45
TPS_171_1,57
TPS_171_1_blur,57
TPS_171_1_bright,57
TPS_171_1_contrass,57
TPS_171_1_glass,57
TPS_171_1_random,57
TPS_171_2,145
TPS_171_2_blur,145
TPS_171_2_bright,145
TPS_171_2_contrass,145
TPS_171_2_glass,145
TPS_171_2_random,145
TPS_171_3,19
TPS_171_3_blur,19
TPS_171_3_bright,19
TPS_171_3_contrass,19
TPS_171_3_glass,19
TPS_171_3_random,19
TPS_172_1,97
TPS_172_1_blur,97
TPS_172_1_bright,97
TPS_172_1_contrass,97
TPS_172_1_glass,97
TPS_172_1_random,97
TPS_172_2,84
TPS_172_2_blur,84
TPS_172_2_bright,84
TPS_172_2_contrass,84
TPS_172_2_glass,84
TPS_172_2_random,84
TPS_172_3,8
TPS_172_3_blur,8
TPS_172_3_bright,8
TPS_172_3_contrass,8
TPS_172_3_glass,8
TPS_172_3_random,8
TPS_173_1,32
TPS_173_1_blur,32
TPS_173_1_bright,32
TPS_173_1_contrass,32
TPS_173_1_glass,32
TPS_173_1_random,32
TPS_173_2,112
TPS_173_2_blur,112
TPS_173_2_bright,112
TPS_173_2_contrass,112
TPS_173_2_glass,112
TPS_173_2_random,112
TPS_173_3,6
TPS_173_3_blur,6
TPS_173_3_bright,6
TPS_173_3_contrass,6
TPS_173_3_glass,6
TPS_173_3_random,6
TPS_174_1,91
TPS_174_1_blur,91
TPS_174_1_bright,91
TPS_174_1_contrass,91
TPS_174_1_glass,91
TPS_174_1_random,91
TPS_174_2,63
TPS_174_2_blur,63
TPS_174_2_bright,63
TPS_174_2_contrass,63
TPS_174_2_glass,63
TPS_174_2_random,63
TPS_174_3,6
TPS_174_3_blur,6
TPS_174_3_bright,6
TPS_174_3_contrass,6
TPS_174_3_glass,6
TPS_174_3_random,6
TPS_175_1,74
TPS_175_1_blur,74
TPS_175_1_bright,74
TPS_175_1_contrass,74
TPS_175_1_glass,74
TPS_175_1_random,74
TPS_175_2,127
TPS_175_2_blur,127
TPS_175_2_bright,127
TPS_175_2_contrass,127
TPS_175_2_glass,127
TPS_175_2_random,127
TPS_175_3,23
TPS_175_3_blur,23
TPS_175_3_bright,23
TPS_175_3_contrass,23
TPS_175_3_glass,23
TPS_175_3_random,23
TPS_176_1,63
TPS_176_1_blur,63
TPS_176_1_bright,63
TPS_176_1_contrass,63
TPS_176_1_glass,63
TPS_176_1_random,63
TPS_176_2,105
TPS_176_2_blur,105
TPS_176_2_bright,105
TPS_176_2_contrass,105
TPS_176_2_glass,105
TPS_176_2_random,105
TPS_176_3,6
TPS_176_3_blur,6
TPS_176_3_bright,6
TPS_176_3_contrass,6
TPS_176_3_glass,6
TPS_176_3_random,6
TPS_177_1,23
TPS_177_1_blur,23
TPS_177_1_bright,23
TPS_177_1_contrass,23
TPS_177_1_glass,23
TPS_177_1_random,23
TPS_177_2,102
TPS_177_2_blur,102
TPS_177_2_bright,102
TPS_177_2_contrass,102
TPS_177_2_glass,102
TPS_177_2_random,102
TPS_177_3,7
TPS_177_3_blur,7
TPS_177_3_bright,7
TPS_177_3_contrass,7
TPS_177_3_glass,7
TPS_177_3_random,7
TPS_178_1,59
TPS_178_1_blur,59
TPS_178_1_bright,59
TPS_178_1_contrass,59
TPS_178_1_glass,59
TPS_178_1_random,59
TPS_178_2,88
TPS_178_2_blur,88
TPS_178_2_bright,88
TPS_178_2_contrass,88
TPS_178_2_glass,88
TPS_178_2_random,88
TPS_178_3,2
TPS_178_3_blur,2
TPS_178_3_bright,2
TPS_178_3_contrass,2
TPS_178_3_glass,2
TPS_178_3_random,2
TPS_179_1,71
TPS_179_1_blur,71
TPS_179_1_bright,71
TPS_179_1_contrass,71
TPS_179_1_glass,71
TPS_179_1_random,71
TPS_179_2,89
TPS_179_2_blur,89
TPS_179_2_bright,89
TPS_179_2_contrass,89
TPS_179_2_glass,89
TPS_179_2_random,89
TPS_179_3,29
TPS_179_3_blur,29
TPS_179_3_bright,29
TPS_179_3_contrass,29
TPS_179_3_glass,29
TPS_179_3_random,29
TPS_180_1,135
TPS_180_1_blur,135
TPS_180_1_bright,135
TPS_180_1_contrass,135
TPS_180_1_glass,135
TPS_180_1_random,135
TPS_180_2,79
TPS_180_2_blur,79
TPS_180_2_bright,79
TPS_180_2_contrass,79
TPS_180_2_glass,79
TPS_180_2_random,79
TPS_180_3,14
TPS_180_3_blur,14
TPS_180_3_bright,14
TPS_180_3_contrass,14
TPS_180_3_glass,14
TPS_180_3_random,14
TPS_181_1,51
TPS_181_1_blur,51
TPS_181_1_bright,51
TPS_181_1_contrass,51
TPS_181_1_glass,51
TPS_181_1_random,51
TPS_181_2,74
TPS_181_2_blur,74
TPS_181_2_bright,74
TPS_181_2_contrass,74
TPS_181_2_glass,74
TPS_181_2_random,74
TPS_181_3,12
TPS_181_3_blur,12
TPS_181_3_bright,12
TPS_181_3_contrass,12
TPS_181_3_glass,12
TPS_181_3_random,12
TPS_182_1,37
TPS_182_1_blur,37
TPS_182_1_bright,37
TPS_182_1_contrass,37
TPS_182_1_glass,37
TPS_182_1_random,37
TPS_182_2,122
TPS_182_2_blur,122
TPS_182_2_bright,122
TPS_182_2_contrass,122
TPS_182_2_glass,122
TPS_182_2_random,122
TPS_182_3,10
TPS_182_3_blur,10
TPS_182_3_bright,10
TPS_182_3_contrass,10
TPS_182_3_glass,10
TPS_182_3_random,10
TPS_183_1,14
TPS_183_1_blur,14
TPS_183_1_bright,14
TPS_183_1_contrass,14
TPS_183_1_glass,14
TPS_183_1_random,14
TPS_183_2,106
TPS_183_2_blur,106
TPS_183_2_bright,106
TPS_183_2_contrass,106
TPS_183_2_glass,106
TPS_183_2_random,106
TPS_183_3,4
TPS_183_3_blur,4
TPS_183_3_bright,4
TPS_183_3_contrass,4
TPS_183_3_glass,4
TPS_183_3_random,4
TPS_184_1,48
TPS_184_1_blur,48
TPS_184_1_bright,48
TPS_184_1_contrass,48
TPS_184_1_glass,48
TPS_184_1_random,48
TPS_184_2,101
TPS_184_2_blur,101
TPS_184_2_bright,101
TPS_184_2_contrass,101
TPS_184_2_glass,101
TPS_184_2_random,101
TPS_184_3,24
TPS_184_3_blur,24
TPS_184_3_bright,24
TPS_184_3_contrass,24
TPS_184_3_glass,24
TPS_184_3_random,24
TPS_185_1,33
TPS_185_1_blur,33
TPS_185_1_bright,33
TPS_185_1_contrass,33
TPS_185_1_glass,33
TPS_185_1_random,33
TPS_185_2,117
TPS_185_2_blur,117
TPS_185_2_bright,117
TPS_185_2_contrass,117
TPS_185_2_glass,117
TPS_185_2_random,117
TPS_185_3,46
TPS_185_3_blur,46
TPS_185_3_bright,46
TPS_185_3_contrass,46
TPS_185_3_glass,46
TPS_185_3_random,46
TPS_186_1,92
TPS_186_1_blur,92
TPS_186_1_bright,92
TPS_186_1_contrass,92
TPS_186_1_glass,92
TPS_186_1_random,92
TPS_186_2,107
TPS_186_2_blur,107
TPS_186_2_bright,107
TPS_186_2_contrass,107
TPS_186_2_glass,107
TPS_186_2_random,107
TPS_186_3,9
TPS_186_3_blur,9
TPS_186_3_bright,9
TPS_186_3_contrass,9
TPS_186_3_glass,9
TPS_186_3_random,9
TPS_187_1,56
TPS_187_1_blur,56
TPS_187_1_bright,56
TPS_187_1_contrass,56
TPS_187_1_glass,56
TPS_187_1_random,56
TPS_187_2,109
TPS_187_2_blur,109
TPS_187_2_bright,109
